account_id,anomaly_score
458957fe-8de8-4548-9a4a-7cf64bfb12bb,7.828585e-06
ec058405-3dd7-4717-8386-12804d2a813b,4.8587267e-06
38f65dfe-359b-4f54-81c9-5e3b5a185767,1.4257588e-05
b837c464-24fc-4916-90da-ff06228f4214,9.4939e-06
a6b82c89-3bf1-4940-a96d-c9ce4d81d470,1.8855899e-05
b837c464-24fc-4916-90da-ff06228f4214,2.5884987e-05
f59fa29b-8ac0-4be3-ac92-7c9dc790f2a4,2.82283e-06
9cf626b3-ccb2-4639-af9d-6959671c7212,8.663629e-06
2f021e8c-ad83-4ba8-8eee-02be9042d5eb,8.23421e-06
53e9a468-2e71-44ac-a59a-f024f7e5e4a3,2.840388e-06
ed9bd80b-1602-4db4-905a-c98d0286fe2a,3.1325699e-06
8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,7.158806e-06
8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,1.1371264e-05
ba733469-b800-44d4-952a-c1fb93d211a7,2.2373619e-05
9f04ae2a-6264-4b26-9130-dc34ed2d59be,8.684001e-06
e4a7a87d-b687-43b9-b7a9-d9782575b1e1,5.0783215e-06
5acc472f-c4bd-4121-8273-7946c8e8929d,1.678592e-05
5acc472f-c4bd-4121-8273-7946c8e8929d,9.9619265e-06
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,1.246774e-05
e1eb7912-7d4b-4439-80fc-d0895be9b1a9,1.8075378e-05
bf0e1711-5556-41b8-aa65-d6a27814694b,4.5253446e-06
5acc472f-c4bd-4121-8273-7946c8e8929d,3.0373258e-05
575a56de-b842-4407-afde-aaef68471677,4.9626688e-06
575a56de-b842-4407-afde-aaef68471677,7.38827e-06
516374d1-d8ef-4b78-b82e-c5fe5e6d561d,1.5018602e-05
80d9f10f-f692-4694-bdab-687198be4e95,1.1390805e-05
516374d1-d8ef-4b78-b82e-c5fe5e6d561d,4.197614e-06
80d9f10f-f692-4694-bdab-687198be4e95,1.6919264e-05
61ad6857-3929-40b9-b9f1-866baa8917e2,1.4365373e-05
0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,7.0788e-06
ca66a8a2-2e3b-4c2f-9d0f-b0fb0002da3b,6.5174872e-06
83046015-6383-4828-a356-7b230533adc5,1.2386494e-05
f755690b-b43b-4495-97ab-6e93f65a5619,8.190922e-06
575a56de-b842-4407-afde-aaef68471677,3.824347e-06
f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,4.891e-06
e4a7a87d-b687-43b9-b7a9-d9782575b1e1,1.4513859e-05
f5456db1-a932-49a5-b2c8-6c6d1d70764e,2.9484256e-06
d767be57-9841-4010-a059-35fafef2713c,5.551604e-06
a711f797-b925-425d-9d6e-74e55afa6baf,6.237777e-06
c71a85a5-0868-4723-ab7c-669e04b2d7c3,5.997269e-06
c7f61627-67ac-4dcd-bc33-6fe03f32a1bc,2.6307436e-05
4cd1c5de-202a-4b94-bb7a-5568de406bc8,5.6977806e-06
04986391-ed52-4952-9031-0f9817dd44b5,9.658438e-06
4cd1c5de-202a-4b94-bb7a-5568de406bc8,1.8682352e-06
faabc156-9e0b-46c9-b6fb-b506aeb83ea3,9.095923e-06
574de01f-9355-4375-b20b-de23433e1017,5.092116e-06
d2ce352f-2621-48fd-aa23-be3a3868ec61,1.674078e-05
047cf921-2f14-49f9-bb15-6be4271ad9b6,3.5913113e-06
faabc156-9e0b-46c9-b6fb-b506aeb83ea3,3.2152952e-06
80d9f10f-f692-4694-bdab-687198be4e95,1.08979975e-05
d2ce352f-2621-48fd-aa23-be3a3868ec61,5.7977654e-06
e357984b-b449-48da-9309-eec0ba5a97e4,8.11891e-06
dd8eaf91-3066-42a9-9b95-ae46975b4e19,1.8758015e-05
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,5.158587e-06
e357984b-b449-48da-9309-eec0ba5a97e4,1.4265461e-05
dd8eaf91-3066-42a9-9b95-ae46975b4e19,1.6595164e-05
fa3ede4e-8f41-4bdb-a315-7072455085e3,8.131253e-06
80d9f10f-f692-4694-bdab-687198be4e95,9.6518415e-06
80d9f10f-f692-4694-bdab-687198be4e95,1.637043e-05
95e79661-fe36-4e1f-b7f1-b958caa82ced,1.36368e-05
53e9a468-2e71-44ac-a59a-f024f7e5e4a3,4.902575e-06
765737ff-c2c8-4e6c-828e-5e009d82406d,3.876208e-06
ce5cc0bf-908f-4fde-8184-bfb4ed345013,5.054932e-06
a1924e45-3660-4f0c-b16d-581c41dff843,2.0533103e-06
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,3.1291524e-06
9e76fc37-dbcc-49fd-972f-c276440f2e5a,8.116656e-06
b2ed9b63-7ec3-4644-b242-a8fe28f62d80,5.2517316e-06
a711f797-b925-425d-9d6e-74e55afa6baf,7.489216e-06
48e613ed-59a6-4e54-bc9f-1be37b387d8b,5.1909064e-06
b2ed9b63-7ec3-4644-b242-a8fe28f62d80,5.520816e-06
8af84224-d363-410c-83db-0931609e1733,7.885312e-06
9f04ae2a-6264-4b26-9130-dc34ed2d59be,5.477357e-06
4945bd8e-046f-4968-b7cc-83e9c3fd413b,8.76695e-06
9f04ae2a-6264-4b26-9130-dc34ed2d59be,6.83241e-06
faabc156-9e0b-46c9-b6fb-b506aeb83ea3,3.607847e-06
ec058405-3dd7-4717-8386-12804d2a813b,9.070449e-06
047cf921-2f14-49f9-bb15-6be4271ad9b6,3.6603917e-06
faabc156-9e0b-46c9-b6fb-b506aeb83ea3,3.5412863e-06
f0550103-b72f-440f-a441-50ae89062872,3.0768342e-06
516374d1-d8ef-4b78-b82e-c5fe5e6d561d,2.570722e-06
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,9.026266e-06
fd362fbd-e49f-42af-a997-f0bc82c221fc,3.5960877e-06
afcb39d4-f999-4381-985c-2abbf5e1e90d,1.065974e-05
8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,1.7828837e-05
d2ce352f-2621-48fd-aa23-be3a3868ec61,2.3599698e-06
ba733469-b800-44d4-952a-c1fb93d211a7,2.574969e-05
fd362fbd-e49f-42af-a997-f0bc82c221fc,9.613157e-06
02a5d22a-6b9d-4b94-8775-232b1e2dcaa3,8.23949e-06
e357984b-b449-48da-9309-eec0ba5a97e4,1.5301028e-05
f755690b-b43b-4495-97ab-6e93f65a5619,5.9768436e-06
f26616e8-a55e-49b2-9f93-d7a83b9915fe,2.8469508e-06
04986391-ed52-4952-9031-0f9817dd44b5,1.710966e-05
57566ca4-1359-4ee3-9cce-abe65cd5d6f2,9.1435395e-06
f26616e8-a55e-49b2-9f93-d7a83b9915fe,1.1647534e-05
95e79661-fe36-4e1f-b7f1-b958caa82ced,1.9510386e-05
95e79661-fe36-4e1f-b7f1-b958caa82ced,8.420954e-06
c7d5be18-7740-49ea-afc8-76439c2725ec,1.091792e-05
e4a7a87d-b687-43b9-b7a9-d9782575b1e1,2.4206051e-06
f5456db1-a932-49a5-b2c8-6c6d1d70764e,5.9047334e-06
e8efbc27-62e1-4896-9c24-a6901b3faea6,1.56486e-05
d2ce352f-2621-48fd-aa23-be3a3868ec61,9.431867e-06
38f65dfe-359b-4f54-81c9-5e3b5a185767,8.995983e-06
d2ce352f-2621-48fd-aa23-be3a3868ec61,6.1637293e-06
d2ce352f-2621-48fd-aa23-be3a3868ec61,5.0101385e-06
83046015-6383-4828-a356-7b230533adc5,2.9428072e-06
83046015-6383-4828-a356-7b230533adc5,2.4785175e-05
d444c806-b1cf-4471-8c78-94b92c194b89,3.541205e-06
d444c806-b1cf-4471-8c78-94b92c194b89,1.2426763e-05
458957fe-8de8-4548-9a4a-7cf64bfb12bb,2.8829509e-06
83046015-6383-4828-a356-7b230533adc5,8.565105e-06
09b48c35-87b4-497b-8411-b81af311da0e,9.612594e-06
9cf626b3-ccb2-4639-af9d-6959671c7212,1.7334683e-05
9cf626b3-ccb2-4639-af9d-6959671c7212,5.858364e-06
0b217c68-fa8a-4f5b-95d5-384e8eaf84ad,3.0737117e-06
737cf149-bef4-45be-ab87-0356d4b4b82e,8.90756e-06
737cf149-bef4-45be-ab87-0356d4b4b82e,1.4206418e-05
737cf149-bef4-45be-ab87-0356d4b4b82e,1.0311471e-05
b837c464-24fc-4916-90da-ff06228f4214,4.6442037e-06
e1eb7912-7d4b-4439-80fc-d0895be9b1a9,8.045373e-06
80d9f10f-f692-4694-bdab-687198be4e95,7.816371e-06
80d9f10f-f692-4694-bdab-687198be4e95,1.0044828e-05
d2ce352f-2621-48fd-aa23-be3a3868ec61,4.207661e-06
2f5eca70-c5ec-4526-8c02-81b542b24caa,2.4351993e-06
83046015-6383-4828-a356-7b230533adc5,8.960047e-06
861fa05e-ddb1-43b5-a1af-806c37b6544b,1.4183528e-05
1b4097bf-0f17-4236-8103-f39d21f29775,1.2597019e-05
1b4097bf-0f17-4236-8103-f39d21f29775,8.870621e-06
6ca267aa-3942-4c78-8a39-a622327d2fc5,6.8957984e-06
289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,8.520487e-06
289d5a10-d3d9-4cbc-afe0-e7f7e4cfd0c1,1.1871145e-05
683f01c4-c6fa-4391-87e7-dd03b37af9b1,7.0256733e-06
23deb3b5-3428-4bfc-9b9d-d877ad5a7945,7.441535e-06
1f21fa26-13e9-4fb6-aba7-2c706a2d21ab,2.8784266e-06
38f65dfe-359b-4f54-81c9-5e3b5a185767,9.436459e-06
1f21fa26-13e9-4fb6-aba7-2c706a2d21ab,5.6705376e-06
a6175ce1-60b8-4569-9119-d47a2b4c4549,1.0519882e-05
2f021e8c-ad83-4ba8-8eee-02be9042d5eb,1.4106504e-05
8ce90cb8-4a24-48e0-821e-c2718abc279a,5.6979766e-06
df505d3f-7f2d-47a2-887a-ff497b378af4,7.329458e-06
561eccbd-0280-4c44-86ca-cf368dd21fec,4.5153984e-06
561eccbd-0280-4c44-86ca-cf368dd21fec,1.2650804e-05
ba733469-b800-44d4-952a-c1fb93d211a7,3.155321e-05
561eccbd-0280-4c44-86ca-cf368dd21fec,1.0140638e-05
2f021e8c-ad83-4ba8-8eee-02be9042d5eb,8.687725e-06
a6175ce1-60b8-4569-9119-d47a2b4c4549,7.527596e-06
b169dd26-4b2d-419e-874e-acb6fd747639,5.000593e-06
2224a441-775f-403a-b285-fc4921cd6bfb,3.9261945e-06
f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,4.137215e-06
f0802faa-6bbe-4b7e-9bf4-7c8d39ee1ef2,1.8836846e-06
dd8eaf91-3066-42a9-9b95-ae46975b4e19,1.032187e-05
a6175ce1-60b8-4569-9119-d47a2b4c4549,1.203073e-05
4cd1c5de-202a-4b94-bb7a-5568de406bc8,6.5313175e-06
dd8eaf91-3066-42a9-9b95-ae46975b4e19,1.1349817e-05
4cd1c5de-202a-4b94-bb7a-5568de406bc8,7.935563e-06
dd8eaf91-3066-42a9-9b95-ae46975b4e19,1.2784379e-05
6ca267aa-3942-4c78-8a39-a622327d2fc5,1.1600557e-05
ca66a8a2-2e3b-4c2f-9d0f-b0fb0002da3b,1.2141181e-05
aef15c5e-095b-4709-9a49-860da47858bb,9.651442e-06
cdf4dd84-1e8f-44c1-a4da-4610c66f11ea,4.7749287e-05
574de01f-9355-4375-b20b-de23433e1017,1.3423528e-05
574de01f-9355-4375-b20b-de23433e1017,4.2881547e-06
4cd1c5de-202a-4b94-bb7a-5568de406bc8,3.883893e-06
f5456db1-a932-49a5-b2c8-6c6d1d70764e,4.704746e-06
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,1.9053376e-05
b78e7b95-16e4-4187-b813-2d5566d76c98,7.160533e-06
b78e7b95-16e4-4187-b813-2d5566d76c98,5.0142985e-06
79edb6e5-15e4-4db9-b1e1-3491a2a0b191,3.4144684e-06
fc3e01e7-b837-4ae7-a60a-1fd36aa7b119,1.11196705e-05
f5456db1-a932-49a5-b2c8-6c6d1d70764e,5.1455495e-06
79edb6e5-15e4-4db9-b1e1-3491a2a0b191,3.160468e-05
83046015-6383-4828-a356-7b230533adc5,1.5173464e-05
b837c464-24fc-4916-90da-ff06228f4214,1.6765742e-05
e357984b-b449-48da-9309-eec0ba5a97e4,5.2618616e-06
61ad6857-3929-40b9-b9f1-866baa8917e2,9.271818e-06
fd362fbd-e49f-42af-a997-f0bc82c221fc,1.3050646e-05
2f021e8c-ad83-4ba8-8eee-02be9042d5eb,1.5829364e-06
ce5cc0bf-908f-4fde-8184-bfb4ed345013,1.4384563e-05
4945bd8e-046f-4968-b7cc-83e9c3fd413b,1.1041913e-06
aef15c5e-095b-4709-9a49-860da47858bb,3.3751344e-06
aef15c5e-095b-4709-9a49-860da47858bb,3.4370053e-06
fa3ede4e-8f41-4bdb-a315-7072455085e3,5.281781e-06
6ca267aa-3942-4c78-8a39-a622327d2fc5,8.58007e-06
6ca267aa-3942-4c78-8a39-a622327d2fc5,1.2476367e-05
a6b82c89-3bf1-4940-a96d-c9ce4d81d470,6.8271725e-06
a6b82c89-3bf1-4940-a96d-c9ce4d81d470,1.3652965e-05
2f5eca70-c5ec-4526-8c02-81b542b24caa,3.9998013e-06
5acc472f-c4bd-4121-8273-7946c8e8929d,8.572537e-06
a6b82c89-3bf1-4940-a96d-c9ce4d81d470,6.050426e-06
9be373f0-a748-47e4-ba5c-7ce4df39d641,3.6507754e-06
9be373f0-a748-47e4-ba5c-7ce4df39d641,4.2055913e-06
04986391-ed52-4952-9031-0f9817dd44b5,8.6264645e-06
8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,7.4422314e-06
8116bc9a-8bc0-4a40-b5da-3cdaa5899cd1,5.4809016e-06
e357984b-b449-48da-9309-eec0ba5a97e4,2.5230202e-06
dc8ae63e-42ce-4194-a451-3814ded4a961,8.6907885e-06
d68965e8-daba-414c-a330-8a5026a263ef,9.183999e-06
2acbee75-b3f6-4c13-8ac0-0e095785686e,1.2708646e-05
61ad6857-3929-40b9-b9f1-866baa8917e2,5.10986e-06
516374d1-d8ef-4b78-b82e-c5fe5e6d561d,5.3251097e-06
516374d1-d8ef-4b78-b82e-c5fe5e6d561d,3.036269e-06
b2ffa63b-f7b2-41df-bd3d-b1bda10d26c6,3.076195e-06
ba733469-b800-44d4-952a-c1fb93d211a7,1.5904303e-05
6dd5eaa2-1806-495a-9377-6c3934b3a23c,6.963104e-06
d767be57-9841-4010-a059-35fafef2713c,3.503484e-06
ba733469-b800-44d4-952a-c1fb93d211a7,2.2301787e-05
d2ce352f-2621-48fd-aa23-be3a3868ec61,7.48628e-06
